label,operations,runTimeMs,ops
0,1873,60001,31.216666666666665
5000000,2292,60000,38.2
10000000,512,60000,8.533333333333333
15000000,543,60000,9.05
20000000,374,60000,6.233333333333333
25000000,578,60000,9.633333333333333
30000000,233,60000,3.8833333333333333
35000000,601,60000,10.016666666666667
40000000,435,60000,7.25
